2026-06-02 10:06:11.924 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=785ms | DESC=Access token refresh | ERROR=-
2026-06-02 10:37:14.181 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=160ms | DESC=Access token refresh | ERROR=-
2026-06-02 13:35:09.529 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=6542ms | DESC=Access token refresh | ERROR=-
2026-06-02 14:13:13.773 [AUDIT] ACTION=LOGIN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=728ms | DESC=User login attempt | ERROR=-
2026-06-02 16:30:29.192 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=155ms | DESC=Access token refresh | ERROR=-
2026-06-02 17:04:35.075 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=93ms | DESC=Access token refresh | ERROR=-
2026-06-02 17:45:57.700 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=166ms | DESC=Access token refresh | ERROR=-
2026-06-02 17:54:13.299 [AUDIT] ACTION=CREATE_USER | RESOURCE=User | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=385ms | DESC=Create full user profile (person + role + auth credentials) | ERROR=Work mode is required
2026-06-02 17:54:43.990 [AUDIT] ACTION=CREATE_USER | RESOURCE=User | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=90ms | DESC=Create full user profile (person + role + auth credentials) | ERROR=Work mode is required
2026-06-02 18:02:20.762 [AUDIT] ACTION=REFRESH_TOKEN | RESOURCE=Auth | USER=anonymous | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=815ms | DESC=Access token refresh | ERROR=-
2026-06-02 18:02:22.183 [AUDIT] ACTION=CREATE_USER | RESOURCE=User | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=FAILURE | DURATION=935ms | DESC=Create full user profile (person + role + auth credentials) | ERROR=could not execute statement [ERROR: duplicate key value violates unique constraint "intern_college_details_pkey"
  Detail: Key (id)=(1) already exists.] [insert into intern_college_details (academic_year,college_address,college_name,course_name,created_at,created_by,degree_completion_status,enrollment_number,intern_id,semester,university_name,updated_at,updated_by,year) values (?,?,?,?,?,?,?,?,?,?,?,?,?,?)]; SQL [insert into intern_college_details (academic_year,college_address,college_name,course_name,created_at,created_by,degree_completion_status,enrollment_number,intern_id,semester,university_name,updated_at,updated_by,year) values (?,?,?,?,?,?,?,?,?,?,?,?,?,?)]; constraint [intern_college_details_pkey]
2026-06-02 18:09:05.846 [AUDIT] ACTION=CREATE_USER | RESOURCE=User | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=758ms | DESC=Create full user profile (person + role + auth credentials) | ERROR=-
2026-06-02 18:09:22.808 [AUDIT] ACTION=VIEW_EMPLOYEE | RESOURCE=Employee | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=63ms | DESC=View employee record | ERROR=-
2026-06-02 18:09:22.894 [AUDIT] ACTION=VIEW_EMPLOYEE | RESOURCE=Employee | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=23ms | DESC=View employee record | ERROR=-
2026-06-02 18:09:41.596 [AUDIT] ACTION=VIEW_EMPLOYEE | RESOURCE=Employee | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=27ms | DESC=View employee record | ERROR=-
2026-06-02 18:09:41.671 [AUDIT] ACTION=VIEW_EMPLOYEE | RESOURCE=Employee | USER=yashraj.gmtechnosys@gmail.com | IP=0:0:0:0:0:0:0:1 | STATUS=SUCCESS | DURATION=20ms | DESC=View employee record | ERROR=-
